text,label,emotion
"Me siento un poco aturdido y fuera de lugar, como si alguien necesite empujarme para despertarme realmente",5,sorpresa
Me preocupa que mi instinto de no dejar caer a AOL tan rápido por no confiar en Verizon no fue solo la paranoia,1,alegria
"Me siento a gusto después de una dulce comunicación, enséñame, es muy poco, lo sé y lo hago",2,amor
Siento que esas personas ricas caen en la categoría de no pertenecer cuando las veo en el autobús,1,alegria
Me sentía como una mamá bastante mal,0,tristeza
Siento que puedo jugar con el trabajo más que si estuviera tratando de ser una obra maestra costosa.,1,alegria
"Trabajé como tecnología informática. Esta capacidad para enfocarme en un problema es un activo real, sin embargo, para vivir día a día, puedo atacar y sentirme frustrado porque no estoy progresando porque estoy enfocado en un problema.",3,ira
Siento que nada de lo que hago tendrá éxito contra él y ese sentimiento indefenso es súper sucky y contraproducente.,1,alegria
"Me siento sentimental, cierro los ojos y miro hacia arriba, me siento poderoso si hago eso",0,tristeza
"Siento que soy un joven talentoso, no me siento talentoso que no me pongo a trabajar con",1,alegria
"Quiero decirte lo que estoy sintiendo, pero no sé por dónde empezar, quiero decirte todo, pero me temo que me romperás el corazón, ¿por qué sería algo fácil de hacer?",4,miedo
"Me encanta esta fibra flaca, me está haciendo maravillas y me siento fabuloso",1,alegria
Proporcioné el alcohol de la cena y un lugar para chocar y todo lo que obtuve a cambio fue la sensación de ser completamente desagradable en mi propio departamento.,0,tristeza
"Siento que hay un par de canciones de Castanets que realmente me gustaron en los últimos cinco u ocho años, pero siento que Ray Raposa se perdió en esa ola de folk que rodó y se llenó y luego me arrastraron al mar",2,amor
Me siento como un tonto delicado en este momento,4,miedo
"Voy a ser un poco selectivo sobre a quién dejé leer solo por el bien de los privacentos, pero si puedes relacionarte conmigo por qué quieres leer y si siento que tus motivaciones están seguras y bien, te enviaré una invitación",1,alegria
Me encanta este servicio porque es fácil de usar AMP de configuración porque siento que al usar el servicio estoy apoyando a una pequeña empresa que todos sabemos que me encanta hacer,2,amor
Elijo el ratón porque me siento lindo a partir de ahora que estoy tropezando con las montones de arena repetidamente mientras diría vigorosamente,1,alegria
Quiero decir que su comienzo marca el final de uno de los mejores meses del año que me queda sintiéndome agotado,0,tristeza
"Quería sentir que podría depender de ti y poner tu cuidado y me atrevo a decir manos tiernas algunas de las cosas que tengo querida, como un invierno que nunca se ve en estas tierras se volvió tan fría.",2,amor
Lamento lo mal que lastimé tus sentimientos que te hacen sentir no amado y solo sintiendo miedo de amar y confiar nuevamente.,0,tristeza
"Cuando existía la posibilidad de obtener mejor en la vida profesional, valoré mucho este aspecto, la gente me mostró esta posibilidad",1,alegria
Definitivamente recomiendo esto para cualquiera que se sienta deprimido o ansioso.,0,tristeza
"Me pongo maquillaje no solo para reflejar lo hermosa que realmente me siento en el interior, sino también para romper el estereotipo del nerd tímido de la mujer en las ciencias",4,miedo
Me siento emocionado y también nervioso por todos los pequeños detalles y espero que nuestro primer día vaya bien.,1,alegria
Estaba empezando a sentirme resentido hacia Ah Kiat con respecto a su enfoque obsesivo y anal hacia la casa y olvidando que solo me ha tratado con mucho cuidado y atención amorosa hasta ahora desde que hemos estado juntos.,3,ira
Me sentí demasiado esperanzado la semana pasada y ahora siento que estoy más resignado a esperar la próxima semana o potencialmente más largo.,0,tristeza
Me siento intimidado como si solo quisiera darme la vuelta y volver a la seguridad de mi clase de yoga o subirme a la cinta de correr probada y confiable.,4,miedo
"De hecho, me siento insultado cuando la trama se dispara en una tangente como esa",3,ira
He mantenido desde el principio que siento que los McCann son inocentes de cualquier cosa que ver con la desaparición de su propia hija.,1,alegria
"No puedo dormir y reiré publicaciones felices y paso el día del día del picnic y me pongo tan feliz que soy como James, me haces tan feliz que te amo y luego repito tan pronto como me siento celoso",3,ira
Había sido indiferente decir los sentimientos y las palabras que había atesorado desde que la sensación de comenzar a florecer es uno de los momentos que quiero mantener,2,amor
Me siento un poco menos sombrío un poco más optimista o un poco mejor preparado para enfrentar lo que la vida me lanza,0,tristeza
"Todavía me siento un poco vacilante pero sin embargo, me sumerggo con una multitud de lápices de colores",4,miedo
"Sé que cuando he tenido un día de mierda y no me sentí productivo, me siento pésimo y somnoliento por la noche",1,alegria
No pude escuchar el zumbido de su motor ni sentir el revuelo de aire frío,1,alegria
"No te odio, sinceramente, me siento tan amarga contigo ATM",3,ira
"Puedo ver en mí mismo mucho hijo mayor. Estoy enojado con Dios, el Padre no me doy lo que quiero, aunque siento que he sido bastante fiel con él, aunque me he jodido mucho",1,alegria
"Debo decirte que me siento bastante estúpido de pie en mi patio acelerando el motor, dejando que dejen de acelerar el motor y dejar que se detenga para obtener más pulgadas de línea",0,tristeza
"Decliné esta invitación, pero en secreto no pude evitar sentirme curioso",5,sorpresa
Me despierto sintiéndome triunfante,1,alegria
Siento que el boticario en Romeo y Julieta es una comparación desafortunada quizás,0,tristeza
Necesito sentir que soy aceptado y que importa y que soy amado,2,amor
"Siento por él, pero la cosa es que es tan popular y arraigado en este distrito gerrymandered que sería reelegido totalmente como un hombre gay.",1,alegria
Siento que nuestra vida es cualquier cosa menos glamorosa,1,alegria
"Me siento apático, me gusta volver a esta música y recordar el momento en que me enamoré de ella.",0,tristeza
"Hablé con él, traté de no preguntar sobre cómo se sentía que estaba convencido de que todos le preguntarían las mismas cosas y que probablemente estaba un poco harto de hablar de eso.",1,alegria
Recuerdo que tu toque siente que tus dedos acarician mis palmeras doloridas,0,tristeza
"Intento elegir un título de canción o una letra que se ajuste a la situación de la que estoy publicando, pero hoy no me sentía todo tan inteligente.",1,alegria
"No puedo esperar para ser humano de nuevo Ahkman para sentir tu beso, pero estoy tan asustado",4,miedo
Lo sé y estoy eternamente desgarrado por eso porque me siento indefenso e inútil,0,tristeza
Me siento tímido seis,4,miedo
"Me estoy inscribiendo en el yoga prenatal y haciendo un esfuerzo para salir a caminar y espero algunos viajes al gimnasio en mi futuro cercano, no para que pueda ganar menos peso, pero para que yo también pueda sentirme mejor conmigo mismo.",1,alegria
Llevo la culpa habitual de sentirme egoísta y egoísta si paso tiempo o algo en mí mismo,3,ira
Siento que todo el esfuerzo valió la pena,1,alegria
No puedo sacudir la sensación de que no me hubiera gustado este libro si no hubiera sentido una conexión con estos personajes.,2,amor
Me siento tan frío aquí,3,ira
No me siento así como ser sincero,1,alegria
Canto me siento raro,4,miedo
"También me gusta compartir mi felicidad difundiendo una sonrisa en el trabajo, a veces siento que las personas para las que trabajo son un poco tensas, así que es bueno agregar un poco de charla para aligerar el estado de ánimo.",4,miedo
"No muestro mi inseguridad en mi personalidad, si no, podría salir como una perra loca que prácticamente odiaba a todos solo porque se siente insegura y está demasiado paranoico",4,miedo
Me siento extremadamente celoso cuando Ranbir trabaja con otros directores Ayan Mukerji Filmfare,3,ira
Pienso en cuántos años pasé sintiéndome furioso por mi perspectiva dramática del mundo y mi naturaleza extremadamente sensible.,3,ira
Siento ser muy indeciso sobre cómo veo que mi vida laboral se desarrolla,4,miedo
"Tenía un delicioso pastel de manzana, así que no hace falta decir que me sentía bastante atontado",0,tristeza
"Simplemente no puedo ayudar, pero no puedo sentirme insatisfecho después de la lectura mirando a través de cada uno",3,ira
Siento que debería estar y el pago es demasiado bajo para mantener la vida en la ciudad.,0,tristeza
"Solía ​​odiar ir a trabajar tanto, pero después de hoy me siento seguro de que estoy haciendo un buen trabajo",1,alegria
"me encanta el olor que me hace sentir vigorizado, fresco y feliz",1,alegria
"Siento que algunos de mis proyectos son inteligentes y útiles, pensé que comenzaría a compartirlos en instructables, así que escribí el primero este fin de semana.",1,alegria
Me siento bastante tranquilo,1,alegria
Supongo que se podría decir que estoy tambaleándose ahora mismo en el borde y siento que soy peligroso,3,ira
"No siento que tenga un resfriado, me siento enfermo",3,ira
"Sé que está interesado en el arte renacentista y barroco, puedo relacionarme con Jamie porque le gusta se siente tierna hacia todo y piensa que los objetos inanimados tienen sentimientos.",2,amor
Incluso comencé a sentirme impaciente conmigo mismo cuando eso no sucedió exactamente,3,ira
"Ahora me siento tan incómodo con todos ellos, supongo que soy yo",4,miedo
"Siempre descubrí que no se descubre pacífico bajo el aguas más profundas que me hacen sentir tranquilo al mismo tiempo cuando tengo miedo a primera vista, lo exploré.",1,alegria
"Ahora me siento bien, si no un poco agotado y cansado de unos días de enfermedad.",1,alegria
"Pienso o siento gratitud, pienso en mi amable y amable Padre celestial",1,alegria
"Me siento enfurecido en las acciones de otra persona, tengo que considerar en lo que estaba pensando en los momentos anteriores al incidente",3,ira
A veces siento que estoy en este extraño entre el mundo,4,miedo
"Yo, a quien no puedes evitar sentirme comprensivo, es un poco geek",2,amor
"Me siento miserable y enfermo, pero con la esperanza de que con la cantidad de sueño que estoy obteniendo, no he tenido muchas opciones, he tenido cero energía, vitaminas de medicamentos fríos y muchos fluidos, tengo muchas esperanzas de sentirme mejor mañana",0,tristeza
Me siento bastante firmemente que los estudiantes deben ser castigados debido a lo bien o gravemente que se han acumulado en comparación con un grupo de personas completamente no relacionado.,0,tristeza
Finalmente siento que estoy recibiendo tratamiento por mi lesión y que no estoy siendo castigado por haber sido herido durante un asalto,0,tristeza
"Todavía me siento infeliz y molesto por los grandes cambios que sucedieron antes, pero sé que los tiempos sanarán todo lo que img src http s",0,tristeza
Voy a coeur d alene estoy rodeado de ellos y se siente extraño mirarlos y pensar que todas estas personas están tan locas como yo,5,sorpresa
Siento más emoción que reacio xdd hohoho mirando foward tmr xd cya tmr,4,miedo
"No puedo creer que esta sea la sensación de que tenía tanto miedo de no desdén o odio, sino que no es solo nada real con una pequeña pizca de repulsión.",4,miedo
"He estado inactivamente el año pasado, me doy cuenta de que me siento cada vez más dudoso de mi camino",4,miedo
"Pensé que debería estar emocionado de que estoy empezando a trabajar, pero me siento reacio como siempre",4,miedo
Me pregunto si me siento lo suficientemente valiente como para hacerlos por regalos,1,alegria
Siento que tendría que responder sería apoyar la comprensión de la comprensión de las personas con discapacidades de diferencias porque lo he hecho de una forma u otra durante tanto tiempo.,2,amor
Tuve en mi plato sin el estrés de sentirme completamente abrumado,5,sorpresa
Cuando presencié algunos actos sádicos,3,ira
Estoy lleno de cosas femeninas como sentirme todo atesorado y cosas,2,amor
Finalmente siento que he aceptado a Nashville como en casa,2,amor
Me siento tan malditamente complaciente,1,alegria
"Me encanta de mi trabajo, todavía me siento insatisfecho",3,ira
No me gusta sentirme avergonzado cuando mis hijos lo ven,0,tristeza
"Puedo sentir esto realmente afectando mi actitud hacia ella, me siento amargado y enojado",3,ira
"No me he sentido fantástico esta semana, así que pensé que hacer algo diferente y más fácil de escribir que pensé que podría ser divertido",1,alegria
Creo que a veces los sentimientos de obligación y expectativa se interponen en el camino de confiar en nuestra intuición para guiarnos en la dirección correcta real,1,alegria
"No me siento despiadado porque me duele el corazón, así que todavía lo siento, siento tanto dolor",3,ira
Me siento apático e incapaz de imaginar que vuelva a funcionar,0,tristeza
"No me siento amado, siempre me patean o me empujan",2,amor
Prácticamente tengo la sensación de un ambiente hostil.,3,ira
"Me siento tan derrotado como lo hice hoy, me pregunto si estoy haciendo esta cosa de crianza",0,tristeza
No puedo odiar demasiado porque siento que se ve muy bien impecable en estas fotos,1,alegria
Pasé unos días sintiéndome derrotado y preguntándome cuánto mejor puedo esperar que obtenga,0,tristeza
Me siento agotado de energía,0,tristeza
Me siento menos agitado pero un poco más triste a veces,3,ira
No puedo evitar sentirme indignado al reconocer que esencialmente los niños en Estados Unidos no tienen ningún derecho,3,ira
La necesito y ofrece un valioso consejo constructivo cuando me siento inseguro o negativo sobre mi escritura.,4,miedo
"No estoy planeando ser martillado, advierto sintiéndome virtuoso",1,alegria
Me siento sombrío pero emocionado,0,tristeza
Me siento más festivo,1,alegria
Me siento incierto y no del todo seguro,4,miedo
Realmente no he hablado con nadie sobre eso en profundidad porque siento que estoy siendo que se vuelve repetido y necesitado,0,tristeza
"Siento en paz relajado y no ansioso, nervioso o asustado",1,alegria
"Me sentía bastante borrado de un amplificador físicamente, estaba decidido a llevar algo de oxígeno a mi cerebro",1,alegria
Tengo la sensación de que la mayoría de ustedes aún no han escuchado sobre este trágico incidente en nuestra historia mundial.,0,tristeza
Recordé sentirme desagradable sintiendo que nadie me quería allí y el sentimiento era terriblemente familiar.,0,tristeza
Cometí el error de querer que los sentimientos espirituales soporten y permanezcan románticos.,2,amor
"Voy, veo nuestra bandera volando en las escuelas turcas y me siento muy orgulloso",1,alegria
"Nunca he sido una gran persona festiva, pero definitivamente me siento más festivo más esperanzador más dispuesto a celebrar otras alegrías",1,alegria
Empecé a sentirme resentido de toda la situación y eso es cuando algo hizo clic,3,ira
Siento que estoy siendo castigado por algo que ni siquiera hice,0,tristeza
Me siento avergonzado porque estaba haciendo lo que la Biblia enseñó contra,0,tristeza
Recogí sintiéndome un poco aprensivo,4,miedo
Me alejo sintiéndome insatisfecho como he esperado a mi golpe de cafeína solo para obtener un descafeinado,3,ira
Me siento honrado de tener esos libros en mis estantes.,1,alegria
"Le dije que sí, se sienten inseguros y intimidan a la gente porque les hace sentir poderosos físicamente",4,miedo
Ojalá no sentía esto temer hablar con gente nueva.,4,miedo
No bebo agua con carga verde por unos días me siento irritable y desorientado,3,ira
No creo que me sentiría así tan a menudo si los maestros fueran más respetados y se les permitió tener más autonomía.,1,alegria
Supongo que me siento un poco rebelde,3,ira
Puedo derramar mis sentimientos y contar cada detalle patético de mi vida.,0,tristeza
"Pude mantener la actividad física y mental, así como tener una estructura y rutina necesarias sin sentirme presionado para exagerarlo.",4,miedo
Encuentro esta reunión un poco regañante cuando alguien con menos de cinco años de sobriedad intenta involucrar a una sensación definitiva en el aire de que se está cometiendo un crimen horrible.,0,tristeza
Voy al putter en la computadora hasta que me siento menos violento y abajo,3,ira
"Idealmente, me gustaría poder aceptarlo en un momento y tener ACIM felizmente integrado con todos los procesos de Abraham para que pueda sentirme resuelto.",1,alegria
"No estoy emitiendo no, no, jaja, me siento feliz por poder reunirme con ellos",1,alegria
Solo me siento desilusionado,0,tristeza
Siento que estoy en el borde en este microcosmos un momento más incómodo o una fiesta perdida y estoy en el exterior,0,tristeza
"Todavía amo a mi SO y deseo lo mejor para él, ya no puedo tolerar el efecto que BM tiene en nuestras vidas y el hecho de que se ha convertido en una persona amarga y enojada que no siempre es particularmente amable con las personas que lo rodean cuando se siente estresado",0,tristeza
"Tengo muchas ganas de sentirme como en Europa nuevamente, aunque de alguna manera me gusta este lugar",2,amor
Me siento tranquilo hoy,1,alegria
"Siento que lo estoy ansiando y luego, no importa lo que pida, simplemente no estoy tan impresionado",5,sorpresa
Siento que ese conocimiento sería abusado,0,tristeza
Siento que rompimos el molde al menos hasta cierto punto cuando se trata del estereotipo de la rivalidad entre hermanos.,0,tristeza
Tengo la sensación de que es algo que he extrañado porque no debería ser tan tedioso,0,tristeza
Quiero hacer es dormir y me siento tan mal por el niño,0,tristeza
Me siento tan inquieto hoy,4,miedo
Me encanta la cinta de correr y estoy tan acostumbrado que realmente me siento intimidado corriendo afuera,4,miedo
Me siento bastante contento de la hora,1,alegria
"Siento que tengo que prefacionar esta publicación, un descargo de responsabilidad de algún tipo antes de tener un PETA enfurecido después de mí o algo igualmente horrible",3,ira
"Vi que sus lágrimas se cayeron, realmente me siento tan desconsolada",0,tristeza
"Me siento tan mal y sé que están sufriendo, así que para que quejarme de que el frío no tiene sentido les daré todo lo posible para ayudar a solucionar los problemas allí.",0,tristeza
Me siento decentemente inteligente,1,alegria
Siento que he renunciado a las relaciones para siempre porque casi nunca tengo éxito en mantener las amistades y la presión de establecerse a su edad,1,alegria
"No hablo mucho de eso, pero la mayor parte de mi tiempo lo pasa en el trabajo y en el trabajo me siento en general infeliz solo frustrado e incluso un poco amargado por los eventos pasados ​​que simplemente no te van a ir",0,tristeza
"Me siento agotado después de haber terminado de leer, es como si viviera múltiples vidas de una vez en el lapso de un día",0,tristeza
"Llevo esto, es una de esas raras ocasiones mientras estoy embarazada que me siento linda",1,alegria
Siento que es vital mantener esta lista de algún día activa,1,alegria
Estaba demasiado ocupado sintiéndome triunfante,1,alegria
"Me siento mucho más relajado este año dijo Jane Pollicino, quien vino a la zona cero el martes por la mañana para llorar a su esposo que fue asesinado en el Centro Trade",1,alegria
Estoy muy atrás con mi trabajo en la novela de fantasía y me siento muy frustrado,3,ira
"Era un poco más rebotado de lo habitual, no me sentía tan gruñón por todo como lo normal",3,ira
Creo que tengo la sensación de que fueron las raras por usar secadoras la mayor parte del tiempo.,5,sorpresa
Siento que necesito enfrentar el mundo y dejar de tener miedo a las repercusiones.,4,miedo
Pasé un tiempo muy breve en la bolsa de frijoles y le dije a Anna que siento que me han golpeado,0,tristeza
También me sentía ansioso por algunas de las personas sentadas en la sala de espera.,4,miedo
Me sentí encogiéndome y sintiéndome horrible conmigo mismo,0,tristeza
Me siento tan aficionado a él que quiero apretarlo con fuerza y ​​no inusualmente,2,amor
Me siento más claro más alegre y vivo,1,alegria
También siento que ver cómo reacciona el cuerpo es un paso importante para cambiar el comportamiento.,1,alegria
Me siento completamente apático,0,tristeza
Siento que conozco a las personas molestas más sutilmente desagradables del universo.,3,ira
Me doy cuenta de que dejo que muchas cosas me molesten que realmente no me molestaran al menos en la medida en que me mudé sentir que este apasionado se molesta en sentir.,2,amor
"Le garantizo que si estoy mareado o siento que voy a vomitar durante meses, no voy a ser una persona muy agradable.",1,alegria
Me fui a la cama sintiéndome completamente miserable anoche,0,tristeza
"Me siento un poco perturbado por el cable en el fondo, lo acabo de publicar porque creo que la luz es mejor que en el lugar",0,tristeza
"No dejé de bloguear, pero todavía siento que quiero hacer que mis publicaciones sean más útiles para mis lectores.",1,alegria
Siempre me siento privilegiado de ver a un Jay,1,alegria
Me siento un poco extraño publicando estas hermosas fotos,4,miedo
Me siento aislado incluso cuando estoy cerca de otras personas,0,tristeza
Me siento súper antisocial,1,alegria
Me gusta mucho el trabajo hasta ahora y siento que estoy realmente poniendo algo bueno en el mundo.,1,alegria
Recientemente supe que hay una ligera diferencia entre empático y simpático en la definición de la definición de poder ser capaz de sentir que la emoción y la simpática son la capacidad de comprender la emoción y me di cuenta de que también hay una fina línea entre los dos en la ,2,amor
Me siento muy aliviado D Estoy tan feliz y rápidamente terminé un pequeño fob de tijera,1,alegria
Me preguntaba por qué me sentía tan extasiado,1,alegria
Odio sentir este patético,0,tristeza
Ciertamente me pongo sobre las feministas y otros problemas a veces también tengo períodos de sentirme bastante suave.,1,alegria
Me siento muy virtuoso hoy,1,alegria
"Me sentía enérgico, así que decidimos que íbamos a andar en bicicleta al resto de los templos",1,alegria
Me siento caliente cuando camino al mercado al sol,2,amor
Me he sentido inquieto últimamente,4,miedo
No estoy disfrutando el odio invernal sintiéndome frío y tener que vestirse con tantas capas,3,ira
"Siento esto sobre mis películas, dice el hecho de que mi nombre está en ellas, lo que significa que están condenados",0,tristeza
Me siento muy exitoso ahora mismo,1,alegria
Me siento privilegiado de ser su mami,1,alegria
"Creo que se divirtió más de lo que pensó que habría otorgado, sentimos que estamos sufriendo un poco con la comida y la desintoxicación, pero al mismo tiempo sentimos que finalmente estamos haciendo cambios serios para estar saludables y eso es una sensación realmente impresionan",0,tristeza
Tengo muchas ganas de comprar una galería de yardas de arte solo para jugar porque se siente tan increíble,5,sorpresa
Entré en esa sensación más que un poco asustada ya que mi entrenamiento de carrera hasta la fecha había sido casi no existente.,4,miedo
Me imagino que se quedarán conmigo para siempre y me siento encantado de tener una copia para la mía para poder volver a sumergirme cuando lo desee,1,alegria
Creo que me preso y me siente extraño porque todavía me veo como un pequeño grandro antes de la atención de cualquier atención masculina,5,sorpresa
Siento el aguijón de las palabras como dolor aburrido y pesados ​​conductos lacrimógenos no para mi miserable vida de la escuela secundaria o por haber sido siempre el objetivo,0,tristeza
"Realmente siento que estoy vadeando en aguas peligrosas aquí, pero creo que el diálogo también es realmente importante.",3,ira
"Me siento ofendido por aquellos libros en los que te llevan por un idiota, esa es una actitud de realidad televisiva",3,ira
Soy náuseas y mareos y me siento sombrío o al menos ya no estoy unido a mi cuerpo,0,tristeza
Siento que está frenética al controlar su mensaje desconfía de las lecturas de otros temerosos de qué significado podrían encontrar o crear en su actuación.,4,miedo
Me siento triste porque Levi ciertamente no querrá correr una carrera contra sus compañeros típicos porque no hay forma de que gane el infierno,0,tristeza
"Quise decir antes de tomar algunas fotos para una revista Cube en nuestra revista escolar e hicieron un video de algunos materiales de ese día y después de robarlo, tengo ganas de mostrarlo también.",1,alegria
Estoy un poco agotado hoy y es posible que te sientas agotado leyendo esta publicación también,0,tristeza
He sido más vocal sobre cómo siento lo que pienso y estoy convencido de que no dejaré que nadie camine sobre mí o que mi opinión no importe,1,alegria
"Me gusta la sensación de hacer algo de diferencia esta vez, era realmente reacio a cambiar al principio, sin embargo, me acostumbra después de un tiempo.",4,miedo
"Sé que la próxima vez que tomo una copa de vino tinto, estoy arrojando un gran cubo de hielo y si me siento realmente rebelde, ni siquiera gire la copa o lo huelga y te recomiendo que pruebes lo mismo.",3,ira
Me he estado sintiendo todos los dos días,0,tristeza
Necesito ser para mí y las cosas que siento que es importante que mis hijos sepan,1,alegria
"Me he acostumbrado a tener noticias de David todo el tiempo que no he escuchado mucho de él esta noche, se quedó anoche y, como resultado, me siento un poco paranoico",4,miedo
"Sé que está molesto porque Ryan me hizo esto, le gustaba cuando lo conoció e incluso pensó que sus sentimientos por mí eran sinceros.",1,alegria
"Siento que tal vez todo se resuelve de una vez y a todos, y puedo seguir viviendo mi vida después de casi años.",1,alegria
No dejé que la natación me dejara sintiéndome derrotado,0,tristeza
Siento que estaba un poco apresurado,3,ira
Soy y me siento respetado y seguro con ellos,1,alegria
Me he sentido más intensamente no amado,0,tristeza
No sentí que fuera respetado,1,alegria
Me he sentido miserable desde que me gradué de la escuela secundaria,0,tristeza
Me encantó la sensación de proporcionar a mi niña sintiendo que podría hacer algo que valga la pena y tan natural como la lactancia.,1,alegria
Hice todo esto un href http sintiéndose aturdido,0,tristeza
Ojalá pudiera cancelar la boda solo para poder sentirme despreocupado de nuevo,1,alegria
"Me siento aquí sintiéndome molesto con mis hijos, mis mascotas y mi esposo también estoy tratando de pensar en algo que se sienta agradecido por este sábado.",3,ira
"Estoy un año después más pesado que he sido recuperado que las libras en las semanas que estaba embarazada trataba de resolver los sentimientos por mi matrimonio problemático extrañando mis corazones, sueño de bailar preguntándome si alguna vez querré más hijos nuevamente y eso m",0,tristeza
Sinceramente me siento rechazado,0,tristeza
Me siento incómodo hablando con un nativo ahora,0,tristeza
Me siento completamente perdido,0,tristeza
Recuerdo que me sentí aterrorizado por las plantas cuando era niño,4,miedo
Me siento muy a menudo cuando paso por mi amada Nueva York que se hace tan poco para tantos si empiezo a escribir sobre la religión del color de la raza y la preferencia sexual y la identidad de género mis lectores dirán HEY MIA ¿Qué estás confundido?,2,amor
Ayer me sentí incómodo con el suspiro de la escuela secundaria,4,miedo
He pasado la mayor parte de mi vida tratando de cambiar la forma en que me veo para sentirme aceptado por otros para que se sientan amados por que otros se sientan mejor que las personas que me rodean porque en mi mente mi fisicalidad es lo único que tengo para ofrecer,2,amor
"Sé que esto no es específico para mí y casi todos los demás tienen una experiencia similar, pero aún no puedo evitar sentirme horrorizado.",3,ira
"Estaba conduciendo, me siento tan contento después de Sadhana tan satisfecho",1,alegria
"Estoy en esta pista, siento que vienen cosas buenas",1,alegria
Me siento amplificado y estoy inspirado,1,alegria
Siento que este efecto se enfrenta a medida que los cambios distraían y Solondz es lo suficientemente talentoso como para ganar nuestra simpatía sin trucos,1,alegria
"Entiendo la lógica de tener un congreso estudiantil, pero no puedo evitar sentir que es realmente realmente aburrido",0,tristeza
"Puedo desahogar algunos sentimientos o mantener a una persona entretenida, entonces seré feliz",1,alegria
"Estoy tratando de seguir con cómo me siento con suerte la próxima vez que desafíe la balanza, habré sido bueno durante unos días y veré un número más agradable.",1,alegria
Me siento desconsolado y preocupado y tengo un dolor de cabeza malvado,0,tristeza
Me he sentido un poco descontento con mi música por un tiempo,0,tristeza
"Estoy haciendo cosas que me hacen sentir valiente y fuerte, tengo un href http derfwadmanor",1,alegria
Siento un anhelo y tristeza cuando veo familias con más hijos que yo.,2,amor
Siento dudas a su alrededor,4,miedo
"También me siento agravado, tengo una razón por la que no quiero ir a casa, pero temía venir aquí y ahora me da miedo salir de aquí.",3,ira
Me siento muy angustiado porque estoy apoyando esta campaña y con el senador Jackson le dijo a CNN,4,miedo
Siento y creo que eso debería ser respetado,1,alegria
"Estoy teniendo mi mamografía bianual y, aunque sé que solo duele por un tiempo, me siento inusualmente aprensivo",4,miedo
"Siento que me aprovechan y, por encima de eso, me molesta mucho los comportamientos descuidados de mis novios",3,ira
No me sentí bien,1,alegria
Me siento tan respetado y visto,1,alegria
Me sentía optimista y en realidad corrí las primeras millas probablemente a un ritmo,1,alegria
Sentí asco de sucio,3,ira
Me siento muy divertido solo de pensarlo,5,sorpresa
Siempre quiero a Nemo a mi lado y dormir sin ella ahora se siente raro a pesar de que no sucede a menudo que llego a,5,sorpresa
"Me sentía especialmente desilusionado e infeliz permitiendo que las últimas líneas marcaran la mayor diferencia, pero la mayoría es especialmente revelador de cuánto ha cambiado mi vida desde que tenía catorce años cómo mis experiencias han alterado mis percepciones.",0,tristeza
"Había ido a Cumberland a principios de esa semana, así que conocí a algunos de los amigos de N Amp H antes del fin de semana, que fue realmente encantador porque desde mudarse, siento que hay tantas personas maravillosas que no conozco.",1,alegria
Siento que tal vez soy tonto y extraño,0,tristeza
Siento la necesidad de enfatizar estas cosas en este momento por lo gruñón que he sido esta última semana,3,ira
"Me siento bonita, ¿puedes detectar a mi hijo?",1,alegria
No estoy seguro de si lo que estoy sintiendo es tan extremadamente vulnerable o ahora que me siento tan deprimido y triste,4,miedo
Estoy triste por los niños cuya madre es obesa deprimida y se siente desesperada debido a su salud,0,tristeza
"Definitivamente estoy sintiendo el cambio, pero me estoy negando a sentirme impaciente",3,ira
Me pregunto si puede recoger el estrés que estoy sintiendo cuando estoy tratando de alimentarla y aterrorizada de ser mordido porque no está alimentando mucho,4,miedo
Me siento tan horrible en estos días,0,tristeza
Siento que estoy en el extremo receptor de un ataque violento,3,ira
Me siento un poco optimista algunos días,1,alegria
Me siento temeroso de cómo esta sensible niña impulsada no confrontacional prosperará como ejecutiva en el mundo corporativo,4,miedo
Tengo la sensación de que es en Canadá donde encontrará a su príncipe encantador,1,alegria
Me siento tan descontento por mi vida en estos días,0,tristeza
Me siento engañado jugado y ahora aliviado,1,alegria
Me sentía muy reacio por los jugadores que incluso encontraron una biblioteca o sabio para identificar cosas para ellos.,4,miedo
"Estoy acostado en la cama escribiendo esta sensación excepcionalmente presumida por el hecho de que tengo dos días más libres, porque tengo muchos planes encantadores",1,alegria
Tiendo a sentirme un poco de mal humor cuando he ido por unos días sin hacer arte,3,ira
Creo que todavía lo seré cuando lleguen y eso me hace estresar y me hace sentir tan infeliz.,0,tristeza
No puedo evitar sentirme un poco dudando sobre mi decisión solo por la magnitud de la decisión.,4,miedo
"Me siento perjudicado por ciertas personas y mi instinto era enojarme con ellas y dejar de hablar con ellas, pero dos errores no lo hacen bien, pienso.",3,ira
Siento acerca de las tarjetas de regalo que están después de los pensamientos y groseros,3,ira
Tuve que cambiar después de varios meses debido al hecho de que no sentía que mi hija estaba siendo ayudada o mi hija me convenció de lo podrido que estaban los terapeutas,1,alegria
Me siento celoso de él tocando a alguien más,3,ira
Me siento lo suficientemente comprensivo como para cancelarlo,2,amor
"Siento que el concepto de cambio de estilo de vida en lugar de pérdida de peso ha sido golpeado hasta la muerte, pero realmente es algo en lo que creo y estoy experimentando actualmente.",0,tristeza
"Me preguntaba si me sentiría un poco perdido cuando llegué al final del programa, pero al mismo tiempo tenía muchas ganas de correr a mi propia música y establecer mis propios objetivos.",0,tristeza
