text,label,emotion
Encontré un buen artículo donde no debes mediar si te sientes amenazado o intimidado por tu ex controlado o tu vida está controlada por tu ex donde tu hijo está siendo manipulado por tu ex.,4,miedo
Lo siento por los niños y esto casi me rompe el corazón.,0,tristeza
Me siento un tímido seis otras veces un sabio sesenta y seis,4,miedo
"Me siento tan ignorado en este momento como si nadie se preocupara por mí cuando, en primer lugar, soy yo quien intenta alejar a todos.",0,tristeza
No puedo evitar sentirme increíblemente afortunado por cómo sucedió todo y por la comunidad que nos rodea.,1,alegria
Estoy empezando a sentirme emocional,0,tristeza
"No puedo dejar de pensar en ello. Me siento paranoico, como si me estuvieran juzgando. Sé que probablemente lo estén haciendo ahora, pero me siento así.",4,miedo
"Me siento tan decidido como siempre, si no más.",1,alegria
Me siento casi derrotado,0,tristeza
"Me sentía muy mal porque sentía que estaba esforzándome mucho para mantener el ritmo, lo cual sonaba muy lento.",0,tristeza
"Estoy estresado, enojado, molesto hasta el punto de sentirme entumecido, pero una cosa mala más seguramente me pondrá al límite.",0,tristeza
"Me sentía un poco indeciso acerca de la comida, lo cual apestaba porque esa noche saldríamos a cenar y luego beberíamos.",4,miedo
"Sentí que me derretía de nuevo, pero esta vez era un sentimiento de felicidad, no de miedo.",4,miedo
Todavía me siento muy honrado de que mi amiga me pidiera que la acompañara en esta parte de su viaje.,1,alegria
Fui a la fiesta esa noche por cortesía de otro hermano periodista a quien llamo mi hermano mayor sintiéndome un poco inseguro de por qué estaba realmente asistiendo.,4,miedo
"De todos modos, no sentí que nadie realmente me odiara ni nadie nuevo y me las arreglé para no pensar en aquellos que lo hacen.",0,tristeza
Me propuse hacer una versión imitadora el sábado y creo que tuve bastante éxito.,1,alegria
siento que es amoroso,2,amor
Me sentía extremadamente agitado después de regresar de China.,4,miedo
Recuerdo sentirme molesto pero también preguntándome si no debería parar y comprar algo.,3,ira
Me siento superior porque realmente sé quién es su presidente.,1,alegria
Siento que las cosas están mucho más relajadas que hace quizás años,1,alegria
"Supongo que últimamente me siento insatisfecho porque eliminé mi Myspace, hice un Facebook y luego lo eliminé todo en cuestión de horas.",3,ira
Recuerdo ese momento de mi vida como escritora y me siento un poco avergonzado de que hay una parte de mí que quiere concluir la serie de teoría del todo y luego empacar las ideas de la historia y dar por terminado el día.,0,tristeza
Pasé por todo lo que ustedes también han pasado y me siento fantástico ahora mismo.,1,alegria
Volver al sofá fue difícil pero me sentía bien al respecto.,1,alegria
No me siento amargado por mi suerte ni deseo que el hijo de otra madre estuviera en mi lugar.,3,ira
Me siento aventurero. Utilizo sus ideas como si fueran mías.,1,alegria
"En serio, no siento nada cuando me rechazan. En cierto sentido, no soy feliz, triste ni normal.",0,tristeza
"Tuve que presentar algunos poemas en la clase, así que me sentiré seguro cuando los interprete.",1,alegria
"Me encanta hacer reseñas de libros, así que si tienes alguna sugerencia, no dudes en decirme que siempre estoy abierto a sugerencias.",1,alegria
Me sentía un poco incómodo por ver a algunas personas.,0,tristeza
Me obligo a aparecer y me siento aislado entre la multitud. No sé que estaba equivocado acerca del sentimiento antisocial.,0,tristeza
"Siento que hemos tenido un verano maravilloso y sé que ahora que han comenzado las clases, el año pasará volando.",1,alegria
"He cruzado y estoy en pie seguro, pero todavía me siento así, temeroso por lo desconocido, inestable, incierto",4,miedo
Me sentía muy golpeado y gritado por el bate de cerveza y no tenía ganas de estar de pie inestable durante todo el espectáculo.,0,tristeza
Me siento esperanzado y muy agradecido por el apoyo de la familia que me ayudó en esta transición.,1,alegria
"No estoy diciendo que elimines a todos de tu vida, pero creo que es importante encontrar consuelo en la meditación en soledad o trabajando en proyectos solo.",1,alegria
"Lo tenía en mi cabeza en lo que se refiere al lugar de trabajo porque acababa de estar irritable con alguien un poco más bajo que yo en respuesta a alguien que es más alto que yo, haciéndome sentir momentáneamente presionado.",4,miedo
Me siento razonablemente seguro de no tener cepas genealógicas mágicas.,1,alegria
"Salgo a caminar con mi madre por las noches. Siento esta energía frenética y ansiosa en ella, como si estuviera perdiendo a su hija y no supiera cómo recuperarla.",4,miedo
He estado escribiendo en un blog y les he contado las innumerables maneras en que me siento amado y bendecido por las personas a las que llamo mis amigos.,2,amor
Me siento melancólico siempre durante el período y simplemente no me siento como yo mismo.,0,tristeza
A veces me siento tan abrumada por los sombreros que uso y tratando de descubrir quién es la verdadera Emily.,4,miedo
"Me siento engañado y agraviado, decepcionado y despreciado por la vid que cuidé y cuidé, ¿cómo pudo hacerme esto?",3,ira
No sé si debería sentirme así porque parecería codicioso y no agradable esperar que alguien derroche en el impulso del momento sólo porque se lo pedí.,3,ira
No dejé que nadar me dejara sintiéndome derrotado.,0,tristeza
Me siento tranquilo y siento un placer secreto por el sentimiento enterrado en lo profundo de mi bolsillo.,1,alegria
dije aunque me siento triste,0,tristeza
Lo extraño y para mí el hecho de tener ese sentimiento de anhelar estar con él nuevamente es en realidad una bendición.,2,amor
Cometí el estúpido error de decir que estaba bien al día siguiente la última vez que mi director me castigó y eso sólo sirvió para hacerle sentir que no me había castigado lo suficiente.,0,tristeza
"Siento que estas palabras son mezquinas, así que les digo ahora que mis acciones hablarán más fuerte de lo que mis palabras podrán hacerlo.",3,ira
Tiendo a animarme un poco cuando hablo de algo que me apasiona.,2,amor
Quiero hablar de ello pero me siento reacio por alguna razón.,4,miedo
todavía me siento muy enamorado,2,amor
me siento muy emocionado por la universidad,1,alegria
Sólo podía sentirme así de relajado todo el tiempo.,1,alegria
lo necesitaba pero me siento codicioso,3,ira
Realmente me siento tan vulnerable y asustado,4,miedo
Me siento más cómodo en esta oficina remodelada. Siento mucha gratitud por sus maravillosas comodidades.,1,alegria
Tengo las emociones pero he aprendido que sentirlas y dejarme agitar o excitar significa que mi corazón y mi calor saltan los límites regulados de lo que se puede sostener.,4,miedo
tengo ganas de gritar y si ella fuera fea,0,tristeza
Me siento tan inseguro sobre la próxima década.,4,miedo
Creo que me sentía vulnerable debido al estrés de tener que comprar una máquina de coser y una impresora nuevas.,4,miedo
Me siento asustado y sin valor cuando alguien no me ama.,4,miedo
Sospecho que no siento mucho cariño en privado.,2,amor
Me siento fatal cada vez que ac,0,tristeza
No he usado elvive durante años y admito que me siento un poco travieso al haberme desviado de una fórmula sin SLS.,2,amor
Me siento bastante estresado por los preparativos para la noche de graduación.,3,ira
Me siento un poco travieso como si me hubiera colado en la habitación de mis padres husmeando en busca de regalos de Navidad o algo así.,2,amor
Puede que me sienta aliviado o satisfecho pero probablemente no me esté divirtiendo.,1,alegria
"Siento que debo bloguear constantemente para todos mis fieles seguidores, el panadero, Thia Sandwich, el scruncher y, por supuesto, Mini T Rex.",2,amor
Siento que puedo confiar en mis instintos.,1,alegria
Tomo un largo sorbo y siento la sensación fría de la gorra helada.,3,ira
Me ha encantado no sentirme apurado aquí.,3,ira
Odio sentir que soy tan indeciso,4,miedo
Me pregunto si él siente que no me preocupo por él cuando dejo de preocuparme por mí.,2,amor
"Intento no dejar que su ignorancia me afecte si tengo la energía y lo siento importante, a veces los involucraré en un pequeño debate ligero y trataré de ampliar su visión del mundo.",1,alegria
No quería ser parte de un grupo solo para sentirme aceptado.,2,amor
"Me he sentido en conflicto sobre si yo, como seguidor de Cristo, debería o no celebrar las siempre populares fiestas paganas de hoy en día.",1,alegria
Tengo una gran identidad propia y siempre siento que tomo el camino aburrido.,0,tristeza
Me siento paranoica cuando me maquillo,4,miedo
"Me siento totalmente apático, los exámenes han ido y venido y ahora tengo cinco meses más o menos por delante sin universidad y sin tiempo libre.",0,tristeza
Me siento muy lloroso hoy y estoy seguro de que mañana me sentiré mejor xxx,0,tristeza
Ni siquiera creo que debería sentirme avergonzado porque entonces estaría negando mi verdadero yo.,0,tristeza
"No estoy muy seguro de por qué y ella me trató bien, pero durante todo el tiempo que estuve allí tuve la clara sensación de que no estaba impresionada.",5,sorpresa
me siento tan contento tan realizado,1,alegria
"Debo decir que este cambio de imagen me ha consumido mucho, junto con algunos cambios importantes en el trabajo, compañeros de trabajo que tienen bebés y siento que he sido una mujer negligente.",0,tristeza
Me siento culpable por haber estado de mal humor anoche y no haber aprovechado plenamente mi velada a solas con el chico.,3,ira
Estoy aquí para decirte que no estás solo si te sientes vulnerable.,4,miedo
"Tengo ese sentimiento, pero el anime de ídolos es bastante popular, así que podría ser cualquier cosa.",1,alegria
"Me siento impotente aquí sin coche, sin dinero en efectivo, sin decir nada.",0,tristeza
Hago esta entrada en el blog. Siento la melancolía corriendo por mis venas.,0,tristeza
Intento describir mi experiencia con palabras. Se siente como intentar meter los tiernos pies de un bebé en zapatillas altas que son demasiado pequeñas para ellos.,2,amor
Me sentía muy resentido porque me habían dado una tarea tan aburrida y,3,ira
"Me encanta el diseño de mediados de siglo y el aire vintage. Creo que quedará perfecto cuando se combine con su cómoda actual, que ahora mismo es blanca pero puede que sea roja cuando la tenga en mis manos.",1,alegria
"Sé que no debería reaccionar de esta manera ante todo esto, pero no puedo evitarlo y me siento terriblemente mezquino y horrible, pero así es como estoy reaccionando y tengo que lidiar con eso.",3,ira
"Estoy perdido, angustiado y principalmente en un estado de sensación de impotencia.",4,miedo
todavía me sentía fuerte,1,alegria
Me había sentido un poco angustiado y mi orgullo se resistía esperando a que pasaran los próximos peregrinos y me ayudaran.,4,miedo
me siento tan super no viejo,1,alegria
Siento el frío en sus alas mientras me rozan la cara y caminan sobre mi mano extendida.,1,alegria
"Creo que la gente rechaza sus sentimientos porque les tienen terror, pero la verdad es que una vez que ves que no puedes morir a causa de ellos y que realmente desaparecen, no dan tanto miedo.",4,miedo
"No consideraré la educación en el hogar a menos que sienta que hemos agotado todas las demás opciones. Si hago la educación en el hogar, será temporal y mis hijos participarán en actividades que no sean de educación en el hogar tanto como sea posible.",0,tristeza
"Me siento tonto al decir que mamá solo necesita pagar esta cuenta, llamar a un chico sobre la caravana y pintar las habitaciones para ser más neutral.",0,tristeza
"Me siento fantástico con un peso superior a ese, es donde me quedaré.",1,alegria
"Lo escuché de alguna manera, me hace sentir bien, extraño.",4,miedo
Siento que soy infeliz porque me perdí demasiado del bebé o cualquier otra cosa. Lo dejaré,0,tristeza
Tengo ganas de comer algo dulce y travieso. Esto es lo que elijo.,2,amor
Necesito sentir mis oídos agonizando por los agudos de un amplificador de guitarra al máximo,0,tristeza
Siento que necesito fotos lindas para compartir,1,alegria
"Terminé sintiéndome vigorizado, no lento, es ffviii.",1,alegria
"Ciertamente me siento amado, apreciado y agradecido por todo lo que tengo.",2,amor
Realmente siento que este año será tranquilo.,1,alegria
me siento tembloroso y débil,4,miedo
Odio sentirme necesitado,0,tristeza
No puedo evitar sentir que tal vez mi percepción no sea tan aguda como alguna vez pensé.,1,alegria
Salí del gimnasio este domingo por la mañana sintiéndome vigorizado,1,alegria
No puedo dejar de escucharlo para sentir que la otra cosa interesante de este álbum es la pluma en relieve en la portada. Sé que no puedes verla en la imagen gracias a la cámara.,1,alegria
Tuve que quitármelas por un tiempo y me sentí aún más angustiada.,4,miedo
no sé por qué me siento desanimado,0,tristeza
Me refiero a recuerdos que me hacen sentir sucio e indigno.,0,tristeza
Me siento vacío y oscuro si me pierdo eso.,0,tristeza
No me sentía muy casual,1,alegria
"Veo que al esperar algunos de estos deseos y luchar con las preguntas y sentimientos de propósito, veo que Dios ha sido fiel y ahora ha abierto un camino para que esto suceda.",1,alegria
Siento una oleada de adrenalina y emoción cuando inmediatamente reconozco que estas dos aves son un hermoso par de mérgulos jaspeados.,1,alegria
Estoy seguro de que los chicos del paquete se sienten bastante generosos en esta época del año.,2,amor
Intento quedarme con mis sentimientos cuidándolos meditando con ellos bailando con ellos y a veces escribiendo sobre ellos,2,amor
"No lo había hecho, pero le dije que tenía que llegar pronto porque había estado sintiendo todos los síntomas: calambres, sensibilidad, cansancio, etc.",2,amor
Me siento romántico en este hermoso día de verano rel marcador enlace permanente,2,amor
Estoy tratando de concentrarme en no sentir lástima por mí mismo y no enojarme por la pérdida de una posesión material.,0,tristeza
Estoy seguro de que también me sentiré un poco nervioso.,4,miedo
lo siento por ti a pesar del dolor me hace sospechar que pueda ser asi,4,miedo
Siento que en los espectáculos y alrededor de los caballos de exhibición la gente es confiada y relajada porque la mayoría de los caballos de exhibición son seguros y tranquilos y son manipulados con frecuencia.,1,alegria
"Estoy ocupado, simplemente disfruto de esa sensación fabulosa y abrumadora y cuando realmente no tengo nada que hacer, simplemente vivo mi vida como lo haría un gato, preocupándose por dormir y comer.",2,amor
Siento que debería pasar esta preciosa última media hora de ness y hacer algo divertido e interesante para comenzar mi nuevo año y al no hacerlo me estoy decepcionando.,1,alegria
"Supongo que siendo el buen amigo que es, no puede ni me permitirá seguir con la vida sintiéndome tan angustiado y confundido.",4,miedo
"Comencé a preparar la cena sintiéndome bien porque había logrado escuchar, lo que resultó en un esposo ahora alegre.",1,alegria
"Podría buscarlo y actuar como si supiera lo que es y mentirte al respecto y sentirme satisfecho de saberlo todo pero, francamente, soy demasiado vago para todo eso.",1,alegria
me siento amargado dijo theofilou sobre la falta de apoyo a los gestos de acuerdo de kastrioti que esperaba su turno para abordar,3,ira
Me siento parte de la familia del universo en lugar de temerle.,4,miedo
Me sentí un poco rebelde hoy,3,ira
Puedo hacer que alguien se sienta incómodo muy rápido sin decir una palabra.,0,tristeza
"Normalmente no escribo blogs cuando me siento así, pero en realidad tengo curiosidad por ver si puedo expresarlo con palabras.",5,sorpresa
No quiero presionar al menor porque siento que sería más útil sin él.,1,alegria
Me siento tan aturdido como href http twitter.,5,sorpresa
Me di cuenta de algo extraño esta semana mientras luchaba contra sentirme completamente triste.,0,tristeza
Siento que soy el culpable de todas las cosas,0,tristeza
"Subí una montaña y me dirigí a un pueblo donde la gente me miraba fijamente, los niños parecían asustados y huyeron y todas las personas con las que me cruzaba me preguntaban por qué estaba allí de tal manera que me hacía sentir no bienvenido.",0,tristeza
Siento que tengo que luchar conmigo mismo para no ceder pero a veces las batallas son feroces,3,ira
"Estoy un poco deprimido, realmente me siento derrotado.",0,tristeza
Creo firmemente que lo que usted identifica como prioridad debe ser respetado y explorado en el asesoramiento.,1,alegria
Admito que siento un poco de envidia cuando oigo hablar de escritores jóvenes a los que les va tan bien.,3,ira
Siento que todo es tan delicado ahora mismo,2,amor
Ayer me sentía muy enérgico y decidí empezar a href https www,1,alegria
"Siento la necesidad de recordarte que nunca estás solo, aunque te sientas solo. Sé de tu angustia y de las cosas que más te atormentan.",0,tristeza
Simplemente me siento más resentido y me digo a mí mismo que sería mejor si no compartiera con él.,3,ira
Sentí que debía sentir más aprecio por la gente,1,alegria
Me fui sintiéndome completamente desilusionado y un poco más cauteloso con cualquier interacción contractual con vietnamitas.,0,tristeza
me siento enojado solo no deseado molesto irritable todo el tiempo,3,ira
"Sé cómo te sientes si te preocupa vender tus joyas de oro por un mínimo de dinero extra, así que compartiré lo que encontré con respecto al proceso de venta de joyas de oro para obtener algunos ingresos.",4,miedo
escucho la lluvia del huracán fuera de la ventana siento un poco de melancolía,0,tristeza
comencé a sentirme menos ansioso,4,miedo
Supe que había llegado allí después de los continuos baches que me hacían sentir desagradable por el devastador estado de las carreteras.,3,ira
Simplemente entro en estos modos en los que quiero escribir y luego me siento disgustado y no sé qué escribir en absoluto.,3,ira
"Me sentí triste, aprensiva y enojada porque había tenido vértigo y me había dejado con una sensación de incertidumbre.",4,miedo
Me siento realmente valioso por saber que él considera que vale la pena el sacrificio.,1,alegria
Fui a ver a mi pcm en el puesto para una cita de seguimiento y salí esperanzado y optimista.,1,alegria
Siento que ya no tengo que hacer cosas para lucir genial,1,alegria
me siento raro,5,sorpresa
Estoy sentado aquí asimilando todo y sintiéndome bendecido.,2,amor
"Siento que si entreno inteligentemente y me lo tomo con calma, volveré a ser como antes en poco tiempo.",1,alegria
Me siento un poco travieso sosteniendo este CD ya que no se lanzará oficialmente hasta el martes.,2,amor
Siento la necesidad de acudir a mis amadas naciones.,1,alegria
"Me siento aceptado allí, dijo Panorma que es de Indonesia.",2,amor
Siento que simplemente se han deslizado pero se han vuelto aún más populares.,1,alegria
Me siento inseguro y triste porque no sé qué hacer con mi libro.,4,miedo
Siento que uso lo que uso para mostrarles a otras chicas de mi escuela que son tímidas cuando se trata de moda que no te verás raro si caminas con la cabeza en alto.,4,miedo
Me siento como un niño rebelde que se para en la puerta apagando y encendiendo las luces en lo más profundo de mi espíritu.,3,ira
"Siento que no es la distancia que separa a los amantes lo que termina una relación, es la impaciencia de los humanos por sentir el toque de su amado o escuchar a un amante susurrar su nombre.",2,amor
Me siento bastante seguro dando infinitas opiniones sobre,1,alegria
No pude pegar ojo esa noche y seguí sintiéndome tan fabuloso a la mañana siguiente.,1,alegria
Siento calor cuando camino al mercado bajo el sol,2,amor
"Siento que la mayoría de los libros contendrán algún tipo de trasfondo romántico y, aunque este lo hizo, fue mucho más sutil que otros libros al respecto.",2,amor
He estado pensando en trabajar durante mucho tiempo pero se ha convertido en algo que me apasiona aún más en este último año.,2,amor
Recuerdo haberme sentido tan avergonzado durante toda la reunión.,0,tristeza
Casi no respiro y me siento un poco frenético.,4,miedo
Pienso inconscientemente subconscientemente me siento como un ser vil y vil.,3,ira
Me siento extremadamente perdido en este momento,0,tristeza
"Me siento raro al hacerlo, pero quiero asegurarme de que él se sienta amado allí.",4,miedo
cuando cambiaron mi oficina a otra habitación sin mi consentimiento,3,ira
"Espero recordar esto en el futuro y sentirme feliz de haber documentado todos sus pequeños gestos y sentir, si es posible, incluso más amor por ella que ahora.",1,alegria
Me siento decepcionado conmigo mismo por cometer errores o frustrado por no saber muchas cosas que las palabras de Taryn estarían sonando en mi cabeza.,0,tristeza
Siento mucha intención positiva detrás de esto.,1,alegria
"Inmediatamente comencé a sentir que me hervía la sangre, la ira se apoderaba de mí y ese mismo nervio se agitaba.",3,ira
Me siento estresado y él también se molesta por eso.,3,ira
"Incluso lo mencioné para demostrar que quiero confiarte mis sentimientos, esperando que no pienses que estoy siendo grosero, coercitivo o agresivo.",3,ira
Siento que la imagen está comprometida e inmediatamente no tiene tanto éxito.,1,alegria
Me siento abrumado por la universidad con todo lo que pasó este semestre.,4,miedo
Pasé el resto de la mañana sintiéndome desanimado y decepcionado.,0,tristeza
Siento que tengo el talento suficiente para pronunciar la frase y hacer que el oyente escuche la,1,alegria
lo hago cuando me siento culpable un href http douevenlift,0,tristeza
Me siento aislada como madre que se queda en casa. Notas de la historia de Shonas. Lo único negativo para mí es que me siento aislada como madre que se queda en casa.,0,tristeza
"Me siento decepcionado, impaciente, frustrado conmigo mismo como guitarrista.",0,tristeza
Me siento perturbado por la mentira cada vez más irracional hacia la que mi vida se dirige.,0,tristeza
Todavía siento que es una pistola estupenda a un precio fantástico.,1,alegria
Me siento triste por la muerte de Donna Summer en un href http jtwoo,0,tristeza
No me gustó el primer libro. Debería haberme quedado con mi intuición en que a uno le gustó bastante el segundo libro. El tercer libro fue un poco mejor y odié el último.,2,amor
tengo que hacer lo que tengo que hacer me siento como una niña pequeña que está siendo castigada por su madre por algo que hizo mal,0,tristeza
Siento que puedo entrar al mundo de los hombres con una postura digna.,1,alegria
Estoy disponible ¿Qué voy a hacer con mi día? Necesito sentirme útil. Tal vez todavía pueda contribuir con mi tiempo a tiempo parcial. No quiero decepcionar a nadie.,1,alegria
Me siento más inseguro sobre el proyecto.,4,miedo
me siento menos mierda,0,tristeza
A veces siento que me culpan por todo su estrés.,0,tristeza
Siento gracias a todos por los maravillosos pensamientos y oraciones.,1,alegria
me siento feo hoy,0,tristeza
"Le pregunté qué lo hacía sentir tan fabuloso y dijo que estoy sano, mi familia está sana y vivimos en un país libre.",1,alegria
"Conocí nuevos amigos, Rachel Benedict, y todos me siento más seguro de mi fe.",1,alegria
Bailo Cuanto más siento alegría Cuanto más generoso me vuelvo conmigo mismo Cuanto más vivo en el presente Cuanto más me libero del trauma Cuanto menos importante se vuelve el pasado,1,alegria
"Paso por el ciclo una y otra vez asistiendo a lecciones haciendo tutoriales sintiéndome letárgico, etc.",0,tristeza
"Todavía puedo recordar lo que era ser un adolescente y esa sensación vertiginosa de asombro cuando al chico atractivo que te gusta, aunque no usábamos el término atractivo en ese entonces, en realidad le gustas también.",2,amor
me siento bastante contento me siento bastante contento,1,alegria
Me siento tan impotente porque no sé qué más hacer.,4,miedo
"Recuerdo sentirme muy muy violento y muy disgustado, le dice el ganador del Oscar a Access Hollywood.",3,ira
Siento que es bastante peligroso aplicar una estrategia que coincida,3,ira
Siento que me estoy quedando sin aliento y no puedo estar lo suficientemente tranquilo para hacer nada más,1,alegria
"Todavía no me he subido a uno, pero definitivamente lo haré y, hablando de ejercicio cardiovascular, me sentí muy superior después de un href http emilyhursh.",1,alegria
Me siento como un fanático de Harry Potter tratando de leer la vacante casual aquí.,1,alegria
Hago que mis amigos se sientan bonitos en comparación aunque no inteligentes,1,alegria
También espero que entiendas por qué me siento tan enojado contigo cuando no apoyas la regla del sombrero o cuando apareces en un evento escolar sin sombrero.,3,ira
Recuerdo mirar por las ventanillas del coche mientras viajaba como pasajero durante esos primeros meses y sentirme vagamente sorprendido porque ya estaba profundamente en shock por lo diferentes que se veían las cosas.,5,sorpresa
Me siento un poco melancólico cuando pienso en no enseñarles a los niños que aún no tengo sobre el amor de Jesús o en no llevarlos a la escuela dominical o en no hacer que asistan a la escuela bíblica de vacaciones.,0,tristeza
"Me gusta la sensación de ciudad pequeña y las conversaciones amistosas, abiertas y educadas.",1,alegria
Extraño a mis amigos y me siento negligente.,0,tristeza
"Me encanta, no me malinterpretes, simplemente no quiero seguir sintiéndome aburrido mientras aprendo.",0,tristeza
"Siento que si te encantan las pequeñas cosas lindas y tu presupuesto te lo permite y compras esto, no te arrepentirás de comprarlo porque es demasiado lindo.",1,alegria
Siento remordimiento por mi dao ness,0,tristeza
Sentí que no podía permitirme creer lo que estos hombres sentían de que la llamada telefónica había sido falsa.,0,tristeza
Me encanta Me encanta hacerlo de esa manera El orgullo y la satisfacción personal que siento cuando hago algo así a mano es una sensación más placentera que la mayoría de las otras cosas en la vida que me pueden ofrecer estos días.,1,alegria
"Estoy soñando con apocalipsis zombie, dragones alienígenas con tubos de respiración que atacan la tierra y me siento de mal humor.",3,ira
He estado en el punto más bajo. Me he sentido realmente mal conmigo mismo.,0,tristeza
Hice que mi mente se sintiera tan podrida,0,tristeza
Me siento tan devastado por perder algo que otros pueden ver como trivial. Mi Dios asume ese peso como si fuera suyo.,0,tristeza
Me siento lo suficientemente rica y glamorosa como para enriquecer aún más mi colección de perfumes jaja,1,alegria
Deseo sentir tus tiernos mordiscos,2,amor
lo siento como un dolor sordo,0,tristeza
No estoy seguro si lo que siento es tan extremadamente vulnerable o ahora que me siento tan deprimido y triste.,4,miedo
Lo siento en mi corazón y definitivamente en mi mente idiota.,0,tristeza
Puedo sentir sufrimiento y confusión pero también siento lo mismo,0,tristeza
Me he quedado callado cuando alguien hizo o dijo algo hiriente y no dije lo que sentía porque no quería ser grosero.,3,ira
"Me siento excepcionalmente afortunada de poder visitar a Suzanna, cuya vida aquí es bastante idílica, al menos desde la perspectiva de un turista que pasa una semana tranquilamente.",1,alegria
Siempre sentí que podía hacer cualquier cosa pero ahora me siento tan valiente,1,alegria
Recomiendo usarlo antes de lavarlo con un gel de ducha. El aceite deja un residuo que se siente agradable pero no es particularmente práctico y también tiene un tinte marrón.,2,amor
"Me despierto esta mañana, puedo sentir mis piernas, me duele el cuerpo.",0,tristeza
Me pregunté por qué tienes miedo de ser,4,miedo
"A veces todavía me siento melancólico, pero eso también puede desaparecer si mantengo mi mente ocupada.",0,tristeza
"También encuentro que durante esos momentos en que me siento víctima de su pérdida, no lo siento cerca de mí en absoluto.",0,tristeza
"Me siento bien frente a la computadora y, en mi teoría, las computadoras son para niños sanos.",1,alegria
"He sido un procrastinador. Tengo un potencial y una pasión infinitos en mi interior, pero estoy atrapado en la jaula de mi propia alma. Los sentimientos no resueltos duelen. El resentimiento que tengo dentro se ha acumulado incluso si intento reconstruirme.",0,tristeza
Me siento un poco tonto y desafortunadamente para nosotros te gusta cantar todas las palabras inapropiadas para Fergie's Glamour.,1,alegria
Me desperté sintiéndome muy perturbado,0,tristeza
"Me siento muy humillada porque mientras pasaba mis días libres planeando una hermosa boda, él me llamaba, le enviaba mensajes de texto, sacaba a otra chica y se la follaba.",0,tristeza
Me siento letárgico al hacer ejercicio y terminar cada noche con palomitas de maíz y una copa de pinot gris.,0,tristeza
Me siento lleno de energía pero encuentro que soy mucho más extrovertido y amigable.,1,alegria
Tengo muchas esperanzas sobre el futuro del servicio público.,1,alegria
me siento como un bastardo inútil,0,tristeza
"Decido buscar ayuda profesional y cuando encuentro un taller de reparación de cerámica que se describen como artesanos del patrimonio especializados en artes primitivas y antigüedades, siento alivio de que mi cenicero con forma de pez dañado finalmente esté en buenas manos.",0,tristeza
Podría regalarlo pero me siento codicioso en este momento.,3,ira
"Estoy empezando a sentirme más sociable otra vez. De hecho, tengo ganas de salir y ver amigos en lugar de llorar porque me siento como una bola de dolor retorcida y anudada.",1,alegria
"Me siento alegre pero al mismo tiempo me siento deprimido, nao.",1,alegria
Tengo un poco de miedo de que la galleta sea lo que me hace sentir no tan fantástico.,1,alegria
Yo era el presentador de una fiesta y todos mis esfuerzos por poner en marcha el espectáculo se vieron frustrados por el inmóvil.,3,ira
Me siento muy bendecida y agradecida por todas las personas en mi vida y la riqueza que aportan.,2,amor
Todavía me siento arrepentido y desearía poder recuperar cada momento de hace horas.,0,tristeza
"Todavía me siento un poco indeciso, pero de todos modos me lanzo con una multitud de lápices de colores.",4,miedo
"Acabo de tener un bebé, me siento mal conmigo misma y mi marido no parece querer tener sexo conmigo con tanta frecuencia.",0,tristeza
"Estuve a punto de hacer las maletas y regresar a casa, pero luego me pregunté si volver a casa sería menos horrible.",0,tristeza
Me siento tremendamente comprensivo mientras me trago la tensión de que todos los demás niños de cinco años que conozco no solo conocen sus letras sino que las saben al revés.,2,amor
Supongo que me siento mejor,1,alegria
Ahora no puedo evitar sentir que me han despojado de mí como una carga no deseada arrojada al suelo.,0,tristeza
Podía sentirlo antes de verlo y olía delicioso.,1,alegria
siento que ha perdido el juego,0,tristeza
"Veo a una mujer liberal ser desafiada por algo que ella dice, hay comentarios sobre no sentirse segura y la llamada intimidación que sienten.",1,alegria
Me despierto de un suave sudor nocturno. Generalmente siento calor como si tuviera fiebre y quiero quitarme algunas de las mantas.,2,amor
"Me encanta estar rodeado de gente y naturalmente me alimento de su energía, pero me siento solo en el mundo.",0,tristeza
Me siento desconsolado pero por alguna razón no soy lo suficientemente fuerte como para decir que he terminado con él.,0,tristeza
Siento que muy pronto podré caer en algunos estereotipos.,1,alegria
"Me siento tímido cuando la gente lee esto, pero lo escribo aquí para que los hermanos y hermanas vean cómo funciona la vida real.",4,miedo
Me siento bien aparte de las hormonas furiosas.,1,alegria
Me apasionan estos temas. Quiero ver que otros se apasionen también y el blog hop se vuelve divertido para mí a pesar de todo el trabajo que conlleva.,2,amor
Me siento como un árbol al que sacuden bruscamente de su cómodo suelo.,4,miedo
Puedo sentirlo inteligente de su parte y,1,alegria
Visito esta marca por primera vez. Me sorprende que haya tantos accesorios en nuestro sitio web.,5,sorpresa
Tengo que relacionarlo con cómo un sujeto percibe algo desagradable o tal vez cómo el significado o la sensación de desagradable depende de la forma en que percibimos las posiciones de nuestro sujeto.,0,tristeza
"Estoy feliz de haber terminado el guión. Es bueno tener una sensación de logro, pero me siento bastante descontento.",0,tristeza
Siento que ahora tengo la oportunidad de volverme inteligente para abrazar el conocimiento y realmente aprender sobre todo lo que he soñado aprender.,1,alegria
"Siempre me siento así en estos estados de ánimo, pero sigue siendo desagradable.",0,tristeza
Siento que muchas de las ofertas que presenté para trabajar serán superadas solo por el precio y el precio.,0,tristeza
